Record ID,Job Title,Job function,Associated Company
7538701,Retired,Other,SMU Cox School of Business
7538401,Duty Manager,Other,Prospect Airport Services Inc
7538251,Content & Creative Services Manager,Other,SMU Cox School of Business
7537301,"Analytics, Performance evaluation, International aviation",Other,SMU Cox School of Business
7536951,Manager Process Improvement,Other,SMU Cox School of Business
7536901,EAMS Manager,Other,SMU Cox School of Business
7536851,Sr. Airport Operation Officer,Other,Dallas Love Field Airport
7536801,HVAC Supervisor,Other,tampa international airport
7536751,Supervisor Receiving and Inventory Specialist,Other,CVG Airport - Cincinnati/Northern Kentucky International Airport
7536501,Division Manager of Strategic Support,Other,San Jose International Airport;San Jose Airport
7536401,Partner,Other,Philadelphia International Airport
7536301,Terminal Experience Manager,Other,SMU Cox School of Business
7536101,Management Staff,Other,Phoenix Sky Harbor International Airport
7535651,Airport Duty Manager,Other,San Francisco International Airport
7535551,Information Systems Principal,Other,San Francisco International Airport
7534151,Airport Duty Manager,Other,SMU Cox School of Business
7534001,BIM/CAD Manager,Other,tampa international airport
7533851,Manager of Analytics,Other,Siemens Logistics LLC
7524401,Enterprise Analytics Manager,Other,SMU Cox School of Business
7524251,Senior Manager,Other,SMU Cox School of Business
7524051,"Art & Tour Manager, Cleveland Airport System",Other,Cleveland Hopkins International Airport
7523501,Senior Manager,Other,tampa international airport
7523451,Contracts Manager,Other,SMU Cox School of Business
7522951,Sr Airline Properties Manager,Other,SMU Cox School of Business
7522701,"Senior Airport Planning Manager - Signage, Atlanta International Airport",Other,Department of Aviation
7522651,Roofing Manager,Other,SMU Cox School of Business
7522301,Aviation Noise Office Supervisor,Other,Siemens Logistics LLC
7522251,Communication Center Supervisor,Other,Siemens Logistics LLC
7521902,Regional & Transportation Planning Supervisor,Other,Siemens Logistics LLC
7521801,"Manager, Indigenous and Stakeholder Relations",Other,Edmonton International Airport
7521701,District Energy Plants Manager,Other,SMU Cox School of Business
7521651,Sr Enterprise Analytics Manager at Dallas Fort Worth International Airport (DFW),Other,SMU Cox School of Business
7520701,Division Manager- Customer Service/ International,Other,Houston Airport System;City of Houston
7520551,Treasury Manager,Other,Philadelphia International Airport
7520451,Aviation Technology Systems Manager,Other,Charlotte Douglas International Airport - CLT
7520251,Senior Terminal Manager,Other,SMU Cox School of Business
7519901,Business Manager II - Technical Business Services,Other,Department of Aviation
7519351,"Department Head, Government Affairs",Other,SMU Cox School of Business
7518951,"Manager, Terminal Customer Experience",Other,CVG Airport - Cincinnati/Northern Kentucky International Airport
7518851,Infrastructure Manager,Other,San Jose International Airport;San Jose Airport
7518401,Manager of Regional Affairs,Other,Siemens Logistics LLC
7518051,Sr Manager Contracted Services,Other,CVG Airport - Cincinnati/Northern Kentucky International Airport
7517901,Records Supervisor,Other,SMU Cox School of Business
7517201,Airport Duty Manager,Other,San Francisco International Airport
7517101,Contract Administration Supervisor,Other,Siemens Logistics LLC
7517051,Senior Program Management Officer,Other,Department of Aviation
7515751,Terminal Systems Manager,Other,San Francisco International Airport
7515652,"Manager, Passenger Experience",Other,Edmonton International Airport
7515501,Manager - Passenger Insights and Customer Experience,Other,Siemens Logistics LLC
7515401,"Customer Service Manager, Airport Workforce Management",Other,American Airlines Group;Prospect Airport Services Inc
7515251,Zero Waste Supervisor,Other,SMU Cox School of Business
7514351,Airport Duty Manager,Other,San Francisco International Airport
7514151,Manager,Other,wcaa
7513501,Senior Terminal Integration Manager,Other,SMU Cox School of Business
7513151,North Atlantic Sr. Regional Manager,Other,Cypress Creek Renewables LLC
7511451,Sr Manager Guest Services,Other,tampa international airport
7511151,Airport Senior Manager - Risk Management,Other,Harryreidairport;Harry Reid International Airport
7510701,Business Intelligence Manager,Other,Charlotte Douglas International Airport - CLT
7510601,CIP Manager at Denver International Airport,Other,Siemens Logistics LLC
7510352,Gate Management Supervisor,Other,Charlotte Douglas International Airport - CLT
7510401,Consumer Insights Manager,Other,SMU Cox School of Business
7510001,Controls Manager,Other,SMU Cox School of Business
7509951,Supervisor,Other,Miami Int'l Airport
7501274,Vessel Traffic Services Officer,Other,Victorian Ports Corporation (Melbourne)
7499732,Team Manager,Other,Transport Accident Commission
7499734,Team Manager,Other,Transport Accident Commission
7501766,Traffic Liaison Officer,Other,Wyndham City Council
7501414,"Manager, Department Reporting",Other,Dept of Jobs Precincts and Regions
7500226,Senior Manager,Other,Transport Accident Commission
7500574,"Manager, Contract & Improvement Works",Other,Vic Roads
7499925,Enterprise Change Head,Other,Vic Roads
7500572,Change Manager,Other,vline
7500181,"Manager, Heavy Vehicle Services",Other,Vic Roads
7501015,"Team Leader, Acting Projects, Western",Other,Vic Roads
7500969,Projects Grants Officer,Other,East Gippsland Shire Council
7501619,"Team Leader, Local Laws and Traffic",Other,City of Melton
7499672,Manager Bridge Assessment,Other,Vic Roads
7499773,Assistant Recovery Manager,Other,Leeds City Council
7500526,Traffic Data Consultant,Other,Yarra City Council
7500521,Center Manager,Other,Vic Roads
7499924,Center Manager,Other,Vic Roads
7499829,"Delivery & Acceleration Manager, Data",Other,Department of Transport
7501416,"Manager, Business",Other,Department of Transport
7500771,Roading Manager,Other,"Department of Energy, Environment and Climate Action"
7500573,Project Traffic Incident System Project Officer,Other,Victoria Police
7500718,Team Leader,Other,Vic Roads
7500674,Team Manager,Other,Transport Accident Commission
7500267,Head of Rapid Recovery,Other,Transport Accident Commission
7500773,Senior Advisor,Other,Dept of Jobs Precincts and Regions
7500522,Team Manager,Other,Transport Accident Commission
7501308,"Manager, Economic Analysis",Other,Dept of Jobs Precincts and Regions
7501614,"Team Leader, Asset Delivery",Other,Vic Roads
7500524,"Group Manager, Business",Other,Dept of Jobs Precincts and Regions
7500719,"Manager, Industry Support",Other,Dept of Jobs Precincts and Regions
7499963,"Supervisor, Project",Other,East Gippsland Shire Council
7499665,Senior Advisor,Other,Transport Accident Commission
7500371,Traffic Administration Technical Officer,Other,Wyndham City Council
7501608,Senior Vessel Traffic Service Officer,Other,Victorian Ports Corporation (Melbourne)
7500170,Manager Road System Strategies,Other,Vic Roads
7499725,"Team Leader, Traffic Services",Other,City of Darebin
7500263,Centre Manager,Other,Vic Roads
7500764,"Manager, Service Planning",Other,Vic Roads
7500219,Team Leader,Other,Vic Roads
7500022,Change Manager,Other,Transport Accident Commission
7500268,"Manager, Commercial",Other,Department of Transport
7499675,Project Officer,Other,Safer Care Victoria
7501265,Change Manager,Other,Transport Accident Commission
7499719,Manager,Other,Vic Roads
7500717,Team Manager,Other,Transport Accident Commission
7501011,Team Manager,Other,Transport Accident Commission
7501760,"Manager, Programs Program Centre",Other,Dept of Jobs Precincts and Regions
7501110,Team Manager,Other,Transport Accident Commission
7501263,"Manager, Road Program",Other,Vic Roads
7501757,Team Leader,Other,Vic Roads
7500962,Traffic Officer,Other,City of Port Phillip
7499669,Senior Manager,Other,Transport Accident Commission
7499975,Traffic Planner,Other,Daly Group
7501408,Team Manager,Other,Transport Accident Commission
7499715,Surveillance Manager,Other,Vic Roads
7499865,"Manager, Ticketing Technical",Other,Department of Transport
7501315,Center Manager,Other,City of Greater Geelong
7499864,Traffic Officers,Other,City of Port Phillip
7500008,"Project, Urban Forest & Ecology Officer",Other,City of Melbourne
7499969,Senior Contract Manager,Other,Dept of Jobs Precincts and Regions
7499726,"Supervisor, Traffic Control Devices & Sign",Other,Moonee Valley City Council
7500670,Fisheries Manager,Other,Victorian Fisheries Authority
7499860,Manager Heavy Vehicle Access,Other,Vic Roads
7501111,"Manager, Prosecution and Case Review",Other,Department of Transport
7501752,Senior Project Officer,Other,"Victorian Department of Families, Fairness & Housing"
7500164,Team Manager,Other,Transport Accident Commission
7500109,Traffic Control Officer,Other,Vic Roads
7501257,"Manager, Precinct (North, Richmond)",Other,Department of Premier and Cabinet
7500210,Team Manager,Other,Transport Accident Commission
7499957,Senior Traffic and Local Laws Administrator,Other,City of Monash
7499814,"Manager, Business Optimisation",Other,Vic Roads
7501107,Traffic Incident System,Other,Victoria Police
7500559,Surveillance Manager,Other,Vic Roads
7500357,Team Manager,Other,Transport Accident Commission
7500509,"Manager, Business Earth Resources Regulation",Other,Dept of Jobs Precincts and Regions
7500459,"Supervisor, Project",Other,East Gippsland Shire Council
7500959,Team Manager,Other,Transport Accident Commission
7500461,"Senior Project, Local Government Emergencies Officer",Other,Dept of Jobs Precincts and Regions
7500907,Team Manager,Other,Transport Accident Commission
7500957,"Senior Manager, Program Centre",Other,Dept of Jobs Precincts and Regions
7500905,"Team Leader, Traffic Planning",Other,Wyndham City Council
7500608,"Acting Manager, Project Evaluation",Other,Department of Transport
7501104,"Manager, Business Delivery & Improvement",Other,Dept of Jobs Precincts and Regions
7500105,"Manager, Centre of Excellence",Other,Dept of Jobs Precincts and Regions
7500752,"Manager, Records & Information",Other,Transport Accident Commission
7501105,"Manager, Team Payments 1",Other,Transport Accident Commission
7497251,"Senior Manager, Insights & Analytics",Other,SMU Cox School of Business
7497151,Terminal Experience Manager,Other,SMU Cox School of Business
7496701,"Customer Service Senior Manager, Customer Relations",Other,CVG Airport - Cincinnati/Northern Kentucky International Airport
7496401,Airport Duty Manager,Other,tampa international airport
7496351,"Senior Manager, Business & Market Intelligence",Other,tampa international airport
7496051,Airport Pavements and Grounds Superintendent,Other,Philadelphia International Airport
7495801,Airport Services and Emergency Response Manager,Other,Aerostar Airport Holdings
7495401,Manager of Signs and Markings Denver International Airport,Other,Siemens Logistics LLC
7494651,Manager - O'Hare International Airport,Other,Prospect Airport Services Inc
7494551,"Manager, Airport Terminal Projects",Other,Vancouver Airport
7494401,Crew Tracking Analyst,Other,American Airlines Group;Dallas Love Field Airport
7494001,Supply Management Specialist,Other,HHS.gov;Pittsburgh International Airport
7493851,Airport Duty Manager,Other,Pittsburgh International Airport
7492351,Dedicated Airport Leader working,Other,Dallas Love Field Airport
7490001,Business Developer,Other,BCN Drone Center
7475701,CRP,Other,MSS Security
7464751,Owner,Other,DC Energy
7443651,Operations Manager,Other,Pathfinder Optics
7440751,balh,Other,R&A Consulting LLC
7437201,Founder & Business Manager,Other,enerlace;enviConnect
7429301,Analista contabil - CEMIG,Other,Cemig
7428151,Business Analyst,Other,Avports
7409251,Sr. Manager,Other,Columbus Regional Airport Authority
7406651,Manager of Information & Data Services,Other,San Francisco International Airport
7405451,Web Applications Manager,Other,Metropolitan Washington Airports Authority
